state,d_month,year,month_only,month,totals,handguns_total,long_guns_total,other_total
Maine,2017-02-01,2017,02,2017-02,7731,3891,2748,1092
Mariana Islands,2017-02-01,2017,02,2017-02,0,0,0,0
Maryland,2017-02-01,2017,02,2017-02,14852,5035,5741,4076
Massachusetts,2017-02-01,2017,02,2017-02,18130,6363,2934,8833
Michigan,2017-02-01,2017,02,2017-02,48382,15742,10197,22443
Minnesota,2017-02-01,2017,02,2017-02,62051,12378,10186,39487
Mississippi,2017-02-01,2017,02,2017-02,24043,13387,7828,2828
Missouri,2017-02-01,2017,02,2017-02,50850,28965,17998,3887
Montana,2017-02-01,2017,02,2017-02,10386,3480,4500,2406
Nebraska,2017-02-01,2017,02,2017-02,7122,185,2026,4911
Nevada,2017-02-01,2017,02,2017-02,11765,6079,2918,2768
New Hampshire,2017-02-01,2017,02,2017-02,12282,6143,3124,3015
New Jersey,2017-02-01,2017,02,2017-02,9601,5904,3481,216
New Mexico,2017-02-01,2017,02,2017-02,15364,7756,5464,2144
New York,2017-02-01,2017,02,2017-02,31910,11995,14437,5478
North Carolina,2017-02-01,2017,02,2017-02,51627,4356,16486,30785
North Dakota,2017-02-01,2017,02,2017-02,6193,1878,2384,1931
Ohio,2017-02-01,2017,02,2017-02,74257,38468,19316,16473
Oklahoma,2017-02-01,2017,02,2017-02,30840,16565,12122,2153
Oregon,2017-02-01,2017,02,2017-02,29183,16470,11740,973
Pennsylvania,2017-02-01,2017,02,2017-02,95585,54660,12859,28066
Puerto Rico,2017-02-01,2017,02,2017-02,1259,1006,199,54
Rhode Island,2017-02-01,2017,02,2017-02,2354,1302,747,305
South Carolina,2017-02-01,2017,02,2017-02,41969,14132,7366,20471
South Dakota,2017-02-01,2017,02,2017-02,9754,3749,3884,2121
Tennessee,2017-02-01,2017,02,2017-02,69264,32010,16431,20823
Texas,2017-02-01,2017,02,2017-02,137470,66979,39854,30637
Utah,2017-02-01,2017,02,2017-02,24889,4902,4825,15162
Vermont,2017-02-01,2017,02,2017-02,3594,1889,1541,164
Virgin Islands,2017-02-01,2017,02,2017-02,106,26,8,72
Virginia,2017-02-01,2017,02,2017-02,47038,28438,16592,2008
Washington,2017-02-01,2017,02,2017-02,52154,21642,13878,16634
West Virginia,2017-02-01,2017,02,2017-02,22449,10695,8501,3253
Wisconsin,2017-02-01,2017,02,2017-02,50720,18369,12690,19661
Wyoming,2017-02-01,2017,02,2017-02,4554,2044,1915,595
Alabama,2017-01-01,2017,01,2017-01,41542,8026,7838,25678
Alaska,2017-01-01,2017,01,2017-01,4500,2201,1796,503
Arizona,2017-01-01,2017,01,2017-01,31366,13606,8010,9750
Arkansas,2017-01-01,2017,01,2017-01,16762,6129,6660,3973
California,2017-01-01,2017,01,2017-01,130365,41996,23067,65302
Colorado,2017-01-01,2017,01,2017-01,37047,17406,11907,7734
Connecticut,2017-01-01,2017,01,2017-01,15073,6133,2115,6825
Delaware,2017-01-01,2017,01,2017-01,4299,1902,1518,879
District of Columbia,2017-01-01,2017,01,2017-01,81,69,6,6
Florida,2017-01-01,2017,01,2017-01,104576,54827,23118,26631
Georgia,2017-01-01,2017,01,2017-01,44615,14197,9193,21225
Guam,2017-01-01,2017,01,2017-01,205,118,66,21
Hawaii,2017-01-01,2017,01,2017-01,866,2,0,864
Idaho,2017-01-01,2017,01,2017-01,11146,2916,3430,4800
Illinois,2017-01-01,2017,01,2017-01,138008,24594,11185,102229
Indiana,2017-01-01,2017,01,2017-01,80412,21371,11928,47113
Iowa,2017-01-01,2017,01,2017-01,15707,201,2082,13424
Kansas,2017-01-01,2017,01,2017-01,15049,6371,5329,3349
Kentucky,2017-01-01,2017,01,2017-01,345924,11203,8075,326646
Louisiana,2017-01-01,2017,01,2017-01,27709,11682,9522,6505
Maine,2017-01-01,2017,01,2017-01,6865,3195,2574,1096
Mariana Islands,2017-01-01,2017,01,2017-01,2,0,2,0
Maryland,2017-01-01,2017,01,2017-01,13368,4538,5396,3434
Massachusetts,2017-01-01,2017,01,2017-01,19996,6133,2916,10947
Michigan,2017-01-01,2017,01,2017-01,39067,10343,7745,20979
Minnesota,2017-01-01,2017,01,2017-01,85322,9604,7618,68100
Mississippi,2017-01-01,2017,01,2017-01,17113,7988,6661,2464
Missouri,2017-01-01,2017,01,2017-01,39098,21461,14527,3110
Montana,2017-01-01,2017,01,2017-01,7994,2402,3405,2187
Nebraska,2017-01-01,2017,01,2017-01,6205,154,1732,4319
Nevada,2017-01-01,2017,01,2017-01,10013,4515,2475,3023
New Hampshire,2017-01-01,2017,01,2017-01,12067,5438,2859,3770
New Jersey,2017-01-01,2017,01,2017-01,9274,5719,3355,200
New Mexico,2017-01-01,2017,01,2017-01,10966,5256,4088,1622
New York,2017-01-01,2017,01,2017-01,31567,11543,13716,6308
North Carolina,2017-01-01,2017,01,2017-01,46548,2733,12921,30894
North Dakota,2017-01-01,2017,01,2017-01,4933,1415,2006,1512
Ohio,2017-01-01,2017,01,2017-01,58574,28284,15725,14565
Oklahoma,2017-01-01,2017,01,2017-01,24547,12490,10340,1717
Oregon,2017-01-01,2017,01,2017-01,22210,12109,9004,1097
Pennsylvania,2017-01-01,2017,01,2017-01,85948,44802,10829,30317
Puerto Rico,2017-01-01,2017,01,2017-01,1332,1080,181,71
Rhode Island,2017-01-01,2017,01,2017-01,2147,1212,694,241
South Carolina,2017-01-01,2017,01,2017-01,31829,10403,6242,15184
South Dakota,2017-01-01,2017,01,2017-01,7614,2501,2972,2141
Tennessee,2017-01-01,2017,01,2017-01,83613,23049,13587,46977
Texas,2017-01-01,2017,01,2017-01,117903,48827,35298,33778
Utah,2017-01-01,2017,01,2017-01,18314,3429,3283,11602
Vermont,2017-01-01,2017,01,2017-01,2691,1340,1217,134
Virgin Islands,2017-01-01,2017,01,2017-01,88,17,9,62
Virginia,2017-01-01,2017,01,2017-01,37369,21382,14321,1666
Washington,2017-01-01,2017,01,2017-01,46027,17867,11469,16691
West Virginia,2017-01-01,2017,01,2017-01,15772,6879,6211,2682
Wisconsin,2017-01-01,2017,01,2017-01,46775,12519,9133,25123
Wyoming,2017-01-01,2017,01,2017-01,3705,1472,1589,644
Alabama,2016-12-01,2016,12,2016-12,62014,15118,18987,27909
Alaska,2016-12-01,2016,12,2016-12,8786,4284,3812,690
Arizona,2016-12-01,2016,12,2016-12,44887,19509,14471,10907
Arkansas,2016-12-01,2016,12,2016-12,29926,10232,15006,4688
California,2016-12-01,2016,12,2016-12,298161,64290,94055,139816
Colorado,2016-12-01,2016,12,2016-12,55428,26060,21181,8187
Connecticut,2016-12-01,2016,12,2016-12,17825,8003,3154,6668
Delaware,2016-12-01,2016,12,2016-12,6356,2759,3027,570
District of Columbia,2016-12-01,2016,12,2016-12,71,60,5,6
Florida,2016-12-01,2016,12,2016-12,144983,73488,41305,30190
Georgia,2016-12-01,2016,12,2016-12,68269,25807,24116,18346
Guam,2016-12-01,2016,12,2016-12,172,105,51,16
Hawaii,2016-12-01,2016,12,2016-12,1141,2,0,1139
Idaho,2016-12-01,2016,12,2016-12,17034,5804,7519,3711
Illinois,2016-12-01,2016,12,2016-12,137994,29658,17164,91172
Indiana,2016-12-01,2016,12,2016-12,95672,30318,22152,43202
Iowa,2016-12-01,2016,12,2016-12,18090,407,4899,12784
Kansas,2016-12-01,2016,12,2016-12,22282,9159,10876,2247
Kentucky,2016-12-01,2016,12,2016-12,397059,19015,18483,359561
Louisiana,2016-12-01,2016,12,2016-12,51493,19512,23813,8168
Maine,2016-12-01,2016,12,2016-12,10528,4738,4838,952
Mariana Islands,2016-12-01,2016,12,2016-12,0,0,0,0
Maryland,2016-12-01,2016,12,2016-12,17984,5019,9031,3934
Massachusetts,2016-12-01,2016,12,2016-12,19842,7110,3928,8804
Michigan,2016-12-01,2016,12,2016-12,47834,14951,14582,18301
Minnesota,2016-12-01,2016,12,2016-12,60056,12657,13194,34205
Mississippi,2016-12-01,2016,12,2016-12,36091,14700,18721,2670
Missouri,2016-12-01,2016,12,2016-12,63289,31197,28173,3919
Montana,2016-12-01,2016,12,2016-12,12610,4243,6539,1828
Nebraska,2016-12-01,2016,12,2016-12,8790,274,3751,4765
Nevada,2016-12-01,2016,12,2016-12,14889,7102,4847,2940
New Hampshire,2016-12-01,2016,12,2016-12,14305,6700,4259,3346
New Jersey,2016-12-01,2016,12,2016-12,10577,5394,4979,204
New Mexico,2016-12-01,2016,12,2016-12,17518,7986,7654,1878
New York,2016-12-01,2016,12,2016-12,40292,12481,22912,4899
North Carolina,2016-12-01,2016,12,2016-12,65145,4131,30347,30667
North Dakota,2016-12-01,2016,12,2016-12,6261,1850,3030,1381
Ohio,2016-12-01,2016,12,2016-12,88178,42397,30507,15274
Oklahoma,2016-12-01,2016,12,2016-12,43082,19810,21067,2205
Oregon,2016-12-01,2016,12,2016-12,35754,18954,16021,779
Pennsylvania,2016-12-01,2016,12,2016-12,111913,64695,18801,28417
Puerto Rico,2016-12-01,2016,12,2016-12,1664,1339,259,66
Rhode Island,2016-12-01,2016,12,2016-12,2542,1296,961,285
South Carolina,2016-12-01,2016,12,2016-12,43044,16638,15532,10874
South Dakota,2016-12-01,2016,12,2016-12,10739,3665,5317,1757
Tennessee,2016-12-01,2016,12,2016-12,74884,36944,31000,6940
Texas,2016-12-01,2016,12,2016-12,181572,76069,74112,31391
Utah,2016-12-01,2016,12,2016-12,29485,6863,9683,12939
Vermont,2016-12-01,2016,12,2016-12,3977,1805,1999,173
Virgin Islands,2016-12-01,2016,12,2016-12,67,15,5,47
Virginia,2016-12-01,2016,12,2016-12,62649,32576,27620,2453
Washington,2016-12-01,2016,12,2016-12,59181,24075,18081,17025
West Virginia,2016-12-01,2016,12,2016-12,27242,11940,12950,2352
Wisconsin,2016-12-01,2016,12,2016-12,56928,16673,15265,24990
Wyoming,2016-12-01,2016,12,2016-12,6560,2690,3185,685
Alabama,2016-11-01,2016,11,2016-11,50477,11581,15273,23623
Alaska,2016-11-01,2016,11,2016-11,8514,3542,4152,820
Arizona,2016-11-01,2016,11,2016-11,39722,16367,12696,10659
Arkansas,2016-11-01,2016,11,2016-11,26901,8269,14127,4505
California,2016-11-01,2016,11,2016-11,224039,57452,83163,83424
Colorado,2016-11-01,2016,11,2016-11,54418,24252,19826,10340
Connecticut,2016-11-01,2016,11,2016-11,17223,7063,3258,6902
Delaware,2016-11-01,2016,11,2016-11,5791,2517,2776,498
District of Columbia,2016-11-01,2016,11,2016-11,56,49,5,2
Florida,2016-11-01,2016,11,2016-11,134638,65690,37187,31761
Georgia,2016-11-01,2016,11,2016-11,58723,19885,18452,20386
Guam,2016-11-01,2016,11,2016-11,176,104,54,18
Hawaii,2016-11-01,2016,11,2016-11,1347,0,0,1347
Idaho,2016-11-01,2016,11,2016-11,13965,5054,6658,2253
Illinois,2016-11-01,2016,11,2016-11,161604,28463,19005,114136
Indiana,2016-11-01,2016,11,2016-11,92535,25286,23984,43265
Iowa,2016-11-01,2016,11,2016-11,18540,412,5190,12938
Kansas,2016-11-01,2016,11,2016-11,22646,8781,10362,3503
Kentucky,2016-11-01,2016,11,2016-11,330444,14632,17329,298483
Louisiana,2016-11-01,2016,11,2016-11,39979,15671,19584,4724
Maine,2016-11-01,2016,11,2016-11,10506,4225,5264,1017
Mariana Islands,2016-11-01,2016,11,2016-11,4,0,4,0
Maryland,2016-11-01,2016,11,2016-11,17647,5451,9717,2479
Massachusetts,2016-11-01,2016,11,2016-11,21581,7178,4838,9565
Michigan,2016-11-01,2016,11,2016-11,56137,15890,18702,21545
Minnesota,2016-11-01,2016,11,2016-11,62666,12581,16046,34039
Mississippi,2016-11-01,2016,11,2016-11,29113,10773,15394,2946
Missouri,2016-11-01,2016,11,2016-11,57501,25046,28167,4288
Montana,2016-11-01,2016,11,2016-11,12074,3537,6437,2100
Nebraska,2016-11-01,2016,11,2016-11,9086,224,3785,5077
Nevada,2016-11-01,2016,11,2016-11,14476,6656,4437,3383
New Hampshire,2016-11-01,2016,11,2016-11,15256,6353,4840,4063
New Jersey,2016-11-01,2016,11,2016-11,11317,5398,5720,199
New Mexico,2016-11-01,2016,11,2016-11,15116,6640,6603,1873
New York,2016-11-01,2016,11,2016-11,43009,11494,25562,5953
North Carolina,2016-11-01,2016,11,2016-11,59658,3648,25763,30247
North Dakota,2016-11-01,2016,11,2016-11,6494,1875,3697,922
Ohio,2016-11-01,2016,11,2016-11,88928,38733,33679,16516
Oklahoma,2016-11-01,2016,11,2016-11,40123,18297,19437,2389
Oregon,2016-11-01,2016,11,2016-11,33555,17013,15711,831
Pennsylvania,2016-11-01,2016,11,2016-11,118378,66698,20633,31047
Puerto Rico,2016-11-01,2016,11,2016-11,1590,1324,206,60
Rhode Island,2016-11-01,2016,11,2016-11,2658,1287,1071,300
South Carolina,2016-11-01,2016,11,2016-11,39711,13927,12390,13394
South Dakota,2016-11-01,2016,11,2016-11,11622,3605,5932,2085
Tennessee,2016-11-01,2016,11,2016-11,74722,29535,25987,19200
Texas,2016-11-01,2016,11,2016-11,157519,65387,61498,30634
Utah,2016-11-01,2016,11,2016-11,26928,5613,7420,13895
Vermont,2016-11-01,2016,11,2016-11,3503,1342,1978,183
Virgin Islands,2016-11-01,2016,11,2016-11,76,17,5,54
Virginia,2016-11-01,2016,11,2016-11,58362,29546,26823,1993
Washington,2016-11-01,2016,11,2016-11,56963,21776,18045,17142
West Virginia,2016-11-01,2016,11,2016-11,25378,8959,13821,2598
Wisconsin,2016-11-01,2016,11,2016-11,65277,17740,20135,27402
Wyoming,2016-11-01,2016,11,2016-11,5814,2250,2896,668
Alabama,2016-10-01,2016,10,2016-10,43251,9136,10296,23819
Alaska,2016-10-01,2016,10,2016-10,9383,4193,4233,957
Arizona,2016-10-01,2016,10,2016-10,34134,13917,10164,10053
Arkansas,2016-10-01,2016,10,2016-10,22709,6650,10243,5816
California,2016-10-01,2016,10,2016-10,180968,46291,54867,79810
Colorado,2016-10-01,2016,10,2016-10,45337,20563,16993,7781
Connecticut,2016-10-01,2016,10,2016-10,16048,6374,2699,6975
Delaware,2016-10-01,2016,10,2016-10,5757,2099,2112,1546
District of Columbia,2016-10-01,2016,10,2016-10,61,59,2,0
Florida,2016-10-01,2016,10,2016-10,111657,53268,28281,30108
Georgia,2016-10-01,2016,10,2016-10,48308,15640,14210,18458
Guam,2016-10-01,2016,10,2016-10,220,127,72,21
Hawaii,2016-10-01,2016,10,2016-10,1277,5,3,1269
Idaho,2016-10-01,2016,10,2016-10,14160,4288,6494,3378
Illinois,2016-10-01,2016,10,2016-10,169348,33986,14739,120623
Indiana,2016-10-01,2016,10,2016-10,72085,21101,17452,33532
Iowa,2016-10-01,2016,10,2016-10,14908,230,3648,11030
Kansas,2016-10-01,2016,10,2016-10,17656,7179,7227,3250
Kentucky,2016-10-01,2016,10,2016-10,378973,11786,11924,355263
Louisiana,2016-10-01,2016,10,2016-10,32820,12949,15039,4832
Maine,2016-10-01,2016,10,2016-10,12954,4435,7196,1323
Mariana Islands,2016-10-01,2016,10,2016-10,1,0,1,0
Maryland,2016-10-01,2016,10,2016-10,14405,4373,6951,3081
Massachusetts,2016-10-01,2016,10,2016-10,19500,6459,3720,9321
Michigan,2016-10-01,2016,10,2016-10,49099,12783,13861,22455
Minnesota,2016-10-01,2016,10,2016-10,70854,11614,19231,40009
Mississippi,2016-10-01,2016,10,2016-10,21433,8924,9739,2770
Missouri,2016-10-01,2016,10,2016-10,50651,23391,22497,4763
Montana,2016-10-01,2016,10,2016-10,13411,3440,7933,2038
Nebraska,2016-10-01,2016,10,2016-10,7834,152,2896,4786
Nevada,2016-10-01,2016,10,2016-10,12026,5945,3626,2455
New Hampshire,2016-10-01,2016,10,2016-10,15045,6024,4691,4330
New Jersey,2016-10-01,2016,10,2016-10,10175,5391,4567,217
New Mexico,2016-10-01,2016,10,2016-10,13089,5940,5507,1642
New York,2016-10-01,2016,10,2016-10,37907,11229,21371,5307
North Carolina,2016-10-01,2016,10,2016-10,49372,3358,18334,27680
North Dakota,2016-10-01,2016,10,2016-10,7283,1737,4632,914
Ohio,2016-10-01,2016,10,2016-10,71864,32008,22967,16889
Oklahoma,2016-10-01,2016,10,2016-10,28578,13392,13192,1994
Oregon,2016-10-01,2016,10,2016-10,28948,14749,13412,787
Pennsylvania,2016-10-01,2016,10,2016-10,103095,57298,16339,29458
Puerto Rico,2016-10-01,2016,10,2016-10,1429,1170,194,65
Rhode Island,2016-10-01,2016,10,2016-10,2448,1178,960,310
South Carolina,2016-10-01,2016,10,2016-10,31780,10303,8658,12819
South Dakota,2016-10-01,2016,10,2016-10,12670,3261,7169,2240
Tennessee,2016-10-01,2016,10,2016-10,56652,23579,18526,14547
Texas,2016-10-01,2016,10,2016-10,144467,53305,49756,41406
Utah,2016-10-01,2016,10,2016-10,23339,3965,5111,14263
Vermont,2016-10-01,2016,10,2016-10,3769,1485,2099,185
Virgin Islands,2016-10-01,2016,10,2016-10,66,16,13,37
Virginia,2016-10-01,2016,10,2016-10,46862,24341,20436,2085
Washington,2016-10-01,2016,10,2016-10,57746,21041,17522,19183
West Virginia,2016-10-01,2016,10,2016-10,20035,7822,9516,2697
Wisconsin,2016-10-01,2016,10,2016-10,63442,15699,17752,29991
Wyoming,2016-10-01,2016,10,2016-10,5228,1856,2578,794
Alabama,2016-09-01,2016,09,2016-09,41336,8664,9956,22716
Alaska,2016-09-01,2016,09,2016-09,6867,2870,3329,668
Arizona,2016-09-01,2016,09,2016-09,33390,13230,9694,10466
Arkansas,2016-09-01,2016,09,2016-09,18826,6028,8223,4575
California,2016-09-01,2016,09,2016-09,159077,39800,43524,75753
Colorado,2016-09-01,2016,09,2016-09,40013,17580,14561,7872
Connecticut,2016-09-01,2016,09,2016-09,14955,5424,2472,7059
Delaware,2016-09-01,2016,09,2016-09,4160,1796,1911,453
District of Columbia,2016-09-01,2016,09,2016-09,52,46,4,2
Florida,2016-09-01,2016,09,2016-09,102843,49267,23885,29691
Georgia,2016-09-01,2016,09,2016-09,41621,14385,11503,15733
Guam,2016-09-01,2016,09,2016-09,189,99,63,27
Hawaii,2016-09-01,2016,09,2016-09,1247,4,6,1237
Idaho,2016-09-01,2016,09,2016-09,12611,3496,5941,3174
Illinois,2016-09-01,2016,09,2016-09,127535,20298,11876,95361
Indiana,2016-09-01,2016,09,2016-09,63820,17465,13984,32371
Iowa,2016-09-01,2016,09,2016-09,12094,165,2767,9162
Kansas,2016-09-01,2016,09,2016-09,14051,5564,6066,2421
Kentucky,2016-09-01,2016,09,2016-09,298753,10961,10197,277595
Louisiana,2016-09-01,2016,09,2016-09,33656,14084,15096,4476
Maine,2016-09-01,2016,09,2016-09,10550,3972,5397,1181
Mariana Islands,2016-09-01,2016,09,2016-09,1,0,1,0
Maryland,2016-09-01,2016,09,2016-09,12161,3726,5618,2817
Massachusetts,2016-09-01,2016,09,2016-09,17481,5657,3245,8579
Michigan,2016-09-01,2016,09,2016-09,41363,10166,11668,19529
Minnesota,2016-09-01,2016,09,2016-09,58507,9820,16774,31913
Mississippi,2016-09-01,2016,09,2016-09,19705,8428,8064,3213
Missouri,2016-09-01,2016,09,2016-09,41437,19349,16904,5184
Montana,2016-09-01,2016,09,2016-09,11479,3192,6528,1759
Nebraska,2016-09-01,2016,09,2016-09,6099,117,2226,3756
Nevada,2016-09-01,2016,09,2016-09,10434,4584,2930,2920
New Hampshire,2016-09-01,2016,09,2016-09,13329,5185,3787,4357
New Jersey,2016-09-01,2016,09,2016-09,9309,5249,3864,196
New Mexico,2016-09-01,2016,09,2016-09,11867,5347,4936,1584
New York,2016-09-01,2016,09,2016-09,33599,10043,18082,5474
North Carolina,2016-09-01,2016,09,2016-09,46452,3123,16351,26978
North Dakota,2016-09-01,2016,09,2016-09,5883,1338,3542,1003
Ohio,2016-09-01,2016,09,2016-09,58828,25815,18992,14021
Oklahoma,2016-09-01,2016,09,2016-09,25309,11704,11920,1685
Oregon,2016-09-01,2016,09,2016-09,26487,13325,13046,116
Pennsylvania,2016-09-01,2016,09,2016-09,86424,46530,12806,27088
Puerto Rico,2016-09-01,2016,09,2016-09,1383,1116,215,52
Rhode Island,2016-09-01,2016,09,2016-09,2052,1042,777,233
South Carolina,2016-09-01,2016,09,2016-09,28988,9851,7958,11179
South Dakota,2016-09-01,2016,09,2016-09,9284,2674,4918,1692
Tennessee,2016-09-01,2016,09,2016-09,48546,20762,15126,12658
Texas,2016-09-01,2016,09,2016-09,126694,44794,47375,34525
Utah,2016-09-01,2016,09,2016-09,19914,3343,4983,11588
Vermont,2016-09-01,2016,09,2016-09,3130,1234,1704,192
Virgin Islands,2016-09-01,2016,09,2016-09,75,25,7,43
Virginia,2016-09-01,2016,09,2016-09,38779,20333,16688,1758
Washington,2016-09-01,2016,09,2016-09,48147,17493,15493,15161
West Virginia,2016-09-01,2016,09,2016-09,18079,7432,8258,2389
Wisconsin,2016-09-01,2016,09,2016-09,59639,13464,15166,31009
Wyoming,2016-09-01,2016,09,2016-09,5086,1680,2505,901
Alabama,2016-08-01,2016,08,2016-08,42455,9708,9016,23731
Alaska,2016-08-01,2016,08,2016-08,7194,2944,3681,569
Arizona,2016-08-01,2016,08,2016-08,33422,13534,9321,10567
Arkansas,2016-08-01,2016,08,2016-08,21692,6678,7642,7372
California,2016-08-01,2016,08,2016-08,176770,43903,44132,88735
Colorado,2016-08-01,2016,08,2016-08,40996,18370,14106,8520
Connecticut,2016-08-01,2016,08,2016-08,27353,9929,3941,13483
Delaware,2016-08-01,2016,08,2016-08,4169,1692,1592,885
District of Columbia,2016-08-01,2016,08,2016-08,62,56,3,3
Florida,2016-08-01,2016,08,2016-08,114446,52787,24548,37111
Georgia,2016-08-01,2016,08,2016-08,44370,14552,10604,19214
Guam,2016-08-01,2016,08,2016-08,170,95,54,21
Hawaii,2016-08-01,2016,08,2016-08,1305,3,4,1298
Idaho,2016-08-01,2016,08,2016-08,11635,3564,4785,3286
Illinois,2016-08-01,2016,08,2016-08,185912,60745,30602,94565
Indiana,2016-08-01,2016,08,2016-08,79202,18958,14143,46101
Iowa,2016-08-01,2016,08,2016-08,12518,202,2406,9910
Kansas,2016-08-01,2016,08,2016-08,13770,5587,5893,2290
Kentucky,2016-08-01,2016,08,2016-08,29746,10550,8881,10315
Louisiana,2016-08-01,2016,08,2016-08,30716,14154,11507,5055
Maine,2016-08-01,2016,08,2016-08,8204,3443,3733,1028
Mariana Islands,2016-08-01,2016,08,2016-08,3,0,2,1
Maryland,2016-08-01,2016,08,2016-08,12510,4359,5274,2877
Massachusetts,2016-08-01,2016,08,2016-08,18138,5658,2941,9539
Michigan,2016-08-01,2016,08,2016-08,41493,10725,9411,21357
Minnesota,2016-08-01,2016,08,2016-08,51700,9637,12347,29716
Mississippi,2016-08-01,2016,08,2016-08,26351,12578,10228,3545
Missouri,2016-08-01,2016,08,2016-08,44182,19790,16680,7712
Montana,2016-08-01,2016,08,2016-08,10672,3375,5411,1886
Nebraska,2016-08-01,2016,08,2016-08,6405,139,1874,4392
Nevada,2016-08-01,2016,08,2016-08,10520,4979,2765,2776
New Hampshire,2016-08-01,2016,08,2016-08,12039,4776,3433,3830
New Jersey,2016-08-01,2016,08,2016-08,9728,5541,3962,225
New Mexico,2016-08-01,2016,08,2016-08,12341,5701,4861,1779
New York,2016-08-01,2016,08,2016-08,30808,10954,14511,5343
North Carolina,2016-08-01,2016,08,2016-08,46518,3010,14487,29021
North Dakota,2016-08-01,2016,08,2016-08,5461,1350,2732,1379
Ohio,2016-08-01,2016,08,2016-08,62418,27587,18305,16526
Oklahoma,2016-08-01,2016,08,2016-08,25927,12661,11462,1804
Oregon,2016-08-01,2016,08,2016-08,22911,12661,10173,77
Pennsylvania,2016-08-01,2016,08,2016-08,86652,46727,11829,28096
Puerto Rico,2016-08-01,2016,08,2016-08,1370,1086,239,45
Rhode Island,2016-08-01,2016,08,2016-08,2090,1056,780,254
South Carolina,2016-08-01,2016,08,2016-08,31389,9886,7660,13843
South Dakota,2016-08-01,2016,08,2016-08,7873,2526,3752,1595
Tennessee,2016-08-01,2016,08,2016-08,60971,22796,16206,21969
Texas,2016-08-01,2016,08,2016-08,124608,48457,44820,31331
Utah,2016-08-01,2016,08,2016-08,21178,3460,3964,13754
Vermont,2016-08-01,2016,08,2016-08,2724,1269,1298,157
Virgin Islands,2016-08-01,2016,08,2016-08,90,29,6,55
Virginia,2016-08-01,2016,08,2016-08,38667,21109,15804,1754
Washington,2016-08-01,2016,08,2016-08,46645,17212,13063,16370
West Virginia,2016-08-01,2016,08,2016-08,17315,8070,6690,2555
Wisconsin,2016-08-01,2016,08,2016-08,53689,14962,12414,26313
Wyoming,2016-08-01,2016,08,2016-08,5295,1888,2295,1112
Alabama,2016-07-01,2016,07,2016-07,48927,11604,8552,28771
Alaska,2016-07-01,2016,07,2016-07,6793,3133,3037,623
Arizona,2016-07-01,2016,07,2016-07,34496,15086,9307,10103
Arkansas,2016-07-01,2016,07,2016-07,19378,7337,6549,5492
California,2016-07-01,2016,07,2016-07,190218,46853,48098,95267
Colorado,2016-07-01,2016,07,2016-07,43094,18956,15207,8931
Connecticut,2016-07-01,2016,07,2016-07,29755,11328,4015,14412
Delaware,2016-07-01,2016,07,2016-07,4494,1920,1600,974
